"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00244328","1947-06","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","","","0.0","2,6","16",",6","10",",6","1",",6","","","0",",6","0","2,6","1","2,6","0","2,6","15","2,6","0","2,6","","","19470621",",2,6","","","19470630","+,,6","","","19470609",",,6","19470624",",2,6","0.0","2,6,21,","","","0",",,6,30,+","27.4",",,6,09,","27.2","2,6,24,","","","","","127.6","2,6","","","","","117.0",",,,6","0",",,,6","13.78","2,6","21.21","2,,,6","6.35","2,,,6","",""
"USC00244328","1947-07","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","","","61.6",",6","6",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","16",",6","","","19470730",",,6","","","19470731","+,,6","","","19470726",",,6","19470714",",,6","1.7",",6,30,","","","0",",,6,31,+","3.3",",,6,26,","36.7",",6,14,","","","14.4","6","14.4",",6","","","","","12.5",",,,6","0",",,,6","19.85",",6","31.78",",,,6","7.93",",,,6","",""
"USC00244328","1947-08","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","","","17.3",",6","8",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","3",",6","","","19470819",",,6","","","19470831","+,,6","","","19470823",",,6","19470803",",,6","1.1",",6,19,","","","0",",,6,31,+","35.6",",,6,23,","33.9",",6,03,","","","74.0","6","59.6",",6","","","","","96.1",",,,6","0",",,,6","16.97",",6","27.24",",,,6","6.70",",,,6","",""
"USC00244328","1947-09","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","","","2.8",",6","8",",6","5",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","16",",6","0",",6","","","19470914",",,6","","","19470930","+,,6","","","19470916",",,6","19470904",",,6","-3.9",",6,14,","","","0",",,6,30,+","18.8",",,6,16,","29.4",",6,04,","","","257.4","6","183.4",",6","","","","","49.2",",,,6","0",",,,6","12.31",",6","20.00",",,,6","4.63",",,,6","",""
"USC00244328","1947-10","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","","","0.0",",6","18",",6","12",",6","1",",6","","","0",",6","0",",6","6",",6","0",",6","3",",6","0",",6","","","19471025",",,6","","","19471031","+,,6","","","19471016",",,6","19471004",",,6","-3.3",",6,25,","","","0",",,6,31,+","28.7",",,6,16,","22.2",",6,04,","","","573.7","6","316.3",",6","","","","","102.7",",,,6","0",",,,6","8.13",",6","13.08",",,,6","3.17",",,,6","",""
"USC00244328","1947-11","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","","","0.0",",6","15",",6","9",",6","0",",6","","","","","0",",6","28",",6","9",",6","0",",6","0",",6","","","19471121",",,6","","","","","","","19471111",",,6","19471102","+,,6","-15.6",",6,21,","","","","","24.1",",,6,11,","13.9",",6,02,+","","","1142.3","6","568.6",",6","","","","","76.1",",,,6","","","-0.62",",6","2.98",",,,6","-4.22",",,,6","",""
"USC00244328","1947-12","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","","","0.0",",6","12","1,6","3","1,6","0","1,6","31",",6","4","3,6","0",",6","30",",6","8",",6","0",",6","0",",6","","","19471202",",,6","19471209","+,,6","19471230",",3,6","","","19471201",",1,6","19471218",",,6","-14.4",",6,02,","305",",,6,09,+","81","3,,6,30,","16.8","1,,6,01,","7.2",",6,18,","","","1773.9","6","631.6",",6","","","","","36.5","1,,,6","229","3,,,6","-2.04",",6","1.83",",,,6","-5.92",",,,6","",""
"USC00244328","1948-01","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","0.0","0","0.0",",6","8",",6","4",",6","0",",6","31",",6","3",",6","4",",6","30",",6","15",",6","0",",6","0",",6","","","19480126",",,6","19480108",",,6","19480104",",,6","","","19480106",",,6","19480122",",,6","-19.4",",6,26,","254",",,6,08,","64",",,6,04,","19.1",",,6,06,","7.8",",6,22,","","","2469.8","0","695.9",",6","","","","","51.6",",,,6","166",",,,6","-4.12",",6","1.15",",,,6","-9.38",",,,6","",""
"USC00244328","1948-02","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","0.0","0","0.0",",6","12",",6","6",",6","0",",6","29",",6","7",",6","7",",6","28",",6","14",",6","0",",6","0",",6","","","19480211",",,6","19480211","+,,6","19480209",",,6","","","19480226",",,6","19480217",",,6","-28.3",",6,11,","432",",,6,11,+","229",",,6,09,","22.6",",,6,26,","12.2",",6,17,","","","3155.6","0","685.8",",6","","","","","72.7",",,,6","638",",,,6","-5.31",",6","0.18",",,,6","-10.81",",,,6","",""
"USC00244328","1948-03","48.3426","-114.0217","963.2","HUNGRY HORSE DAM, MT US","0.0","0","0.0",",6","13",",6","6",",6","0",",6","31",",6","9",",6","6",",6","30",",6","4",",6","0",",6","0",",6","","","19480310",",,6","19480325","+,,6","19480324","+,,6","","","19480330",",,6","19480328",",,6","-28.9",",6,10,","356",",,6,25,+","165",",,6,24,+","12.2",",,6,30,","12.8",",6,28,","","","3798.3","0","642.7",",6","","","","","50.5",",,,6","801",",,,6","-2.40",",6","4.50",",,,6","-9.30",",,,6","",""
