"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00054768","1987-10","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","0.0",",0","16",",0","11",",0","1",",0","0","3,0","1",",0","0",",0","13",",0","0",",0","1",",0","0",",0","","","","","19871014",",,0","19871031","+,3,0","19871005",",,0","","","19871005",",,0","19871016",",,0","-5.0",",0,14,","0","3,,0,31,+","267",",,0,05,","113.0",",,0,05,","21.1",",0,16,","","","335.9",",0","191.3",",,,0","267",",,,0","7.50",",0","13.99",",,,0","1.00",",,,0","","","","","","","","","",""
"USW00054768","1987-11","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","0.0",",0","14",",0","6",",0","0",",0","","","2",",0","0",",0","21",",0","3",",0","1",",0","0",",0","","","","","19871121",",,0","","","19871112",",,0","","","19871130",",,0","19871104",",,0","-12.2",",0,21,","","","160",",,0,12,","19.1",",,0,30,","22.2",",0,04,","","","443.9",",0","77.9",",,,0","279",",,,0","3.54",",0","8.87",",,,0","-1.79",",,,0","","","","","","","","","",""
"USW00054768","1987-12","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","0.0",",0","20",",0","4",",0","0",",0","","","5",",0","2",",0","27",",0","7",",0","0",",0","0",",0","","","","","19871230",",,0","","","19871221",",,0","","","19871216",",,0","19871209",",,0","-19.4",",0,30,","","","71",",,0,21,","16.8",",,0,16,","12.8",",0,09,","","","614.4",",0","57.8",",,,0","266",",,,0","-1.49",",0","2.23",",,,0","-5.20",",,,0","","","","","","","","","",""
"USW00054768","1988-02","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","0.0","1,0","14",",0","10",",0","1",",0","","","5",",0","4",",0","28",",0","14","1,0","0","1,0","0","1,0","1","","","","19880206","+,,0","","","19880213",",,0","","","19880213",",,0","19880202","+,1,0","-20.0",",0,06,+","","","330",",,0,13,","27.9",",,0,13,","9.4","1,0,02,+","","","640.6","1,0","96.7",",,,0","744",",,,0","-4.55","1,0","1.36","1,,,0","-10.46",",,,0","","","","","","","","","",""
"USW00054768","1988-04","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","0.0",",0","18",",0","8",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","2",",0","0",",0","","","","","19880426",",,0","19880430","+,,0","19880422","+,,0","","","19880429",",,0","19880427",",,0","-4.4",",0,26,","0",",,0,30,+","0",",T,0,22,+","35.1",",,0,29,","21.7",",0,27,","","","344.9",",0","89.7",",,,0","0",",T,,0","6.84",",0","12.09",",,,0","1.58",",,,0","","","","","","","","","",""
"USW00054768","1988-05","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","6.1",",0","21",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","5","","","","19880504",",,0","19880531","+,,0","19880531","+,,0","3","","19880525",",,0","19880528",",,0","-2.2",",0,04,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,25,","28.9",",0,28,","","","139.3",",0","73.9",",,,0","0",",,,0","14.03",",0","20.74",",,,0","7.33",",,,0","","","","","","","","","",""
"USW00054768","1988-06","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","32.3",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","","","","","19880611","+,,0","19880630","+,,0","19880630","+,,0","3","","19880623",",,0","19880615",",,0","1.7",",0,11,+","0",",,0,30,+","0",",,0,30,+","48.8",",,0,23,","33.3",",0,15,","","","95.3",",0","70.1",",,,0","0",",,,0","16.23",",0","23.50",",,,0","8.96",",,,0","","","","","","","","","",""
"USW00054768","1988-07","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","125.5",",0","16",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","3","","","","19880703",",,0","19880731","+,,0","19880731","+,,0","9","","19880722",",,0","19880708",",,0","8.3",",0,03,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,22,","35.6",",0,08,","10.0","0","10.0",",0","197.4",",,,0","0",",,,0","22.06",",0","28.56",",,,0","15.55",",,,0","","","","","","","","","",""
"USW00054768","1988-08","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","112.4",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","","","19880822",",,0","19880831","+,,0","19880831","+,,0","","","19880830",",,0","19880805","+,,0","3.3",",0,22,","0",",,0,31,+","0",",,0,31,+","41.4",",,0,30,","34.4",",0,05,+","46.6","0","36.6",",0","135.9",",,,0","0",",,,0","20.78",",0","27.46",",,,0","14.09",",,,0","","","","","","","","","",""
"USW00054768","1988-09","42.69729","-73.1696","197.0","NORTH ADAMS HARRIMAN AIRPORT, MA US","","","","","1.1",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","","","","","19880929",",,0","19880930","+,,0","19880930","+,,0","","","19880921",",,0","19880909",",,0","-1.1",",0,29,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,21,","26.7",",0,09,","175.4","0","128.8",",0","59.8",",,,0","0",",,,0","14.08",",0","20.81",",,,0","7.34",",,,0","","","","","","","","","",""
